institution,academic_year,programme,established,graduate,registered,enrolled,active
University of West Attica,2022-2023,Conservation of Antiquities and Works of Art,24/11/1983,3,74,0,0
University of West Attica,2022-2023,Graphic Arts Technology,24/11/1983,7,150,0,0
University of West Attica,2022-2023,Food Technology,07/03/1983,14,393,0,1
University of West Attica,2022-2023,Physiotherapy,24/11/1983,3,115,0,1
University of West Attica,2022-2023,Photography and Audiovisual Arts,01/10/1985,8,257,0,2
University of Western Macedonia,2022-2023,Agriculture,07/05/2019,0,513,78,513
University of Western Macedonia,2022-2023,International and European Economic Studies,07/05/2019,12,694,148,694
University of Western Macedonia,2022-2023,Management Science and Technology,07/05/2019,5,823,124,823
University of Western Macedonia,2022-2023,Fine and Applied Arts,31/08/2006,67,556,89,470
University of Western Macedonia,2022-2023,Communication and Digital Media,07/05/2019,15,755,214,753
University of Western Macedonia,2022-2023,Occupational Therapy,07/05/2019,24,306,123,306
University of Western Macedonia,2022-2023,Electrical and Computer Engineering,02/08/2005,92,804,58,556
University of Western Macedonia,2022-2023,Accounting and Finance,07/05/2019,25,703,109,703
University of Western Macedonia,2022-2023,Mathematics,07/05/2019,2,163,36,163
University of Western Macedonia,2022-2023,Midwifery,07/05/2019,156,468,277,465
University of Western Macedonia,2022-2023,Mineral Resources Engineering,07/05/2019,0,340,18,340
University of Western Macedonia,2022-2023,Product and Systems Design Engineering,07/05/2019,0,601,206,601
University of Western Macedonia,2022-2023,Mechanical Engineering,06/09/1999,31,547,201,424
University of Western Macedonia,2022-2023,Economic Sciences,07/05/2019,5,323,136,323
University of Western Macedonia,2022-2023,Business Administration,07/05/2019,104,538,137,519
University of Western Macedonia,2022-2023,Primary Education Pedagogy,10/10/1989,101,661,190,585
University of Western Macedonia,2022-2023,Kindergarten Pedagogy,02/04/1993,119,690,263,633
University of Western Macedonia,2022-2023,Regional and Cross-Border Development,07/05/2019,0,557,43,557
University of Western Macedonia,2022-2023,Informatics,07/05/2019,17,626,236,626
University of Western Macedonia,2022-2023,Statistics and Insurance Science,07/05/2019,40,488,69,488
University of Western Macedonia,2022-2023,Chemical Engineering,07/05/2019,25,280,106,280
University of Western Macedonia,2022-2023,Psychology,07/05/2019,30,467,159,467
University of Western Macedonia,2022-2023,Industrial Design,12/01/1996,88,1559,0,111
University of Western Macedonia,2022-2023,International Trade,23/05/1995,18,1328,0,117
University of Western Macedonia,2022-2023,Business Administration,05/06/2013,82,2531,0,1540
University of Western Macedonia,2022-2023,Business Administration,05/06/2013,120,2725,0,1101
University of Western Macedonia,2022-2023,Electrical Engineering,14/10/1976,75,2195,0,295
University of Western Macedonia,2022-2023,Accounting and Finance,07/05/2019,244,3027,0,547
University of Western Macedonia,2022-2023,Midwifery,12/03/2009,28,162,0,75
University of Western Macedonia,2022-2023,Anti-Pollution Engineering,06/09/1999,31,1814,0,401
University of Western Macedonia,2022-2023,Geoenvironmental Technology Engineering,05/06/2013,62,1220,0,190
University of Western Macedonia,2022-2023,Informatics Engineering,07/05/2019,60,1177,0,205
University of Western Macedonia,2022-2023,Mechanical Engineering,24/11/1983,105,1349,0,382
University of Western Macedonia,2022-2023,Agricultural Technologists,05/06/2013,118,3348,0,409
University of Western Macedonia,2022-2023,Digital Media and Communication,06/09/1999,76,2230,0,280
University of Thessaly,2022-2023,Architectural Engineering,06/09/1999,63,899,130,780
University of Thessaly,2022-2023,Biochemistry and Biotechnology,10/03/2000,100,687,129,445
University of Thessaly,2022-2023,Agriculture - Agricultural Technology,29/01/2019,17,475,109,475
University of Thessaly,2022-2023,"Agriculture, Fisheries and Aquatic Environment",05/07/2001,29,678,50,491
University of Thessaly,2022-2023,"Agriculture, Plant Production and Agricultural Environment",05/07/2001,63,872,145,673
University of Thessaly,2022-2023,Linguistic and Cross-Cultural Studies,29/01/2019,51,326,101,326
University of Thessaly,2022-2023,"Forestry, Wood Sciences and Design",29/01/2019,5,682,200,682
University of Thessaly,2022-2023,Public and Unified Health,29/01/2019,46,276,79,276
University of Thessaly,2022-2023,Dietology and Nutrition Science,29/01/2019,59,420,150,419
University of Thessaly,2022-2023,Business Administration,19/04/2019,61,1006,223,995
University of Thessaly,2022-2023,Animal Production Science,29/01/2019,0,254,35,254
University of Thessaly,2022-2023,Food Science and Nutrition,29/01/2019,9,388,103,388
University of Thessaly,2022-2023,Physical Education and Sports Science,20/03/1984,139,1034,183,708
University of Thessaly,2022-2023,Electrical and Computer Engineering,10/03/2000,127,1310,157,884
University of Thessaly,2022-2023,Medicine,31/05/1985,124,708,112,615
University of Thessaly,2022-2023,"History, Archaeology and Social Anthropology",28/04/1993,92,801,119,492
University of Thessaly,2022-2023,Veterinary Medicine,28/04/1993,61,470,103,417
University of Thessaly,2022-2023,Accounting and Finance,19/04/2019,81,822,247,799
University of Thessaly,2022-2023,Mathematics,29/01/2019,12,223,51,223
University of Thessaly,2022-2023,"Spatial Planning, Urban Planning and Regional Development Engineering",20/03/1984,54,499,50,343
University of Thessaly,2022-2023,Mechanical Engineering,31/05/1985,60,849,130,651
University of Thessaly,2022-2023,Nursing,29/01/2019,320,529,308,529
University of Thessaly,2022-2023,Economic Sciences,06/09/1999,109,1520,237,1094
University of Thessaly,2022-2023,Primary Education Pedagogy,31/05/1985,169,771,175,627
University of Thessaly,2022-2023,Special Education Pedagogy,28/04/1993,113,582,149,473
University of Thessaly,2022-2023,Preschool Education Pedagogy,20/03/1984,166,856,195,686
University of Thessaly,2022-2023,Environment,29/01/2019,23,344,42,344
University of Thessaly,2022-2023,Informatics and Telecommunications,05/06/2013,55,985,159,748
University of Thessaly,2022-2023,Informatics with Applications in Biomedicine,02/03/2004,68,1065,200,759
University of Thessaly,2022-2023,Civil Engineering,28/04/1993,45,690,104,544
University of Thessaly,2022-2023,Culture and Creative Media and Industries,29/01/2019,40,309,99,309
University of Thessaly,2022-2023,Energy Systems,29/01/2019,18,328,28,328
University of Thessaly,2022-2023,Physics,29/01/2019,4,188,45,188
University of Thessaly,2022-2023,Physiotherapy,29/01/2019,93,404,113,404
University of Thessaly,2022-2023,Digital Systems,29/01/2019,15,1091,308,1091
University of Thessaly,2022-2023,Forestry and Natural Environment Management,23/06/2005,7,425,0,78
University of Thessaly,2022-2023,Nutrition and Dietetics,03/10/2009,42,222,0,44
University of Thessaly,2022-2023,Business Administration,03/06/2013,195,2203,0,378
University of Thessaly,2022-2023,Electrical Engineering,24/11/1983,98,879,0,100
University of Thessaly,2022-2023,Electronic Engineering,22/08/1994,50,1070,0,143
University of Thessaly,2022-2023,Medical Laboratories,24/11/1983,54,452,0,54
University of Thessaly,2022-2023,Accounting and Finance,01/09/2013,124,1038,0,203
University of Thessaly,2022-2023,Informatics Engineering,01/09/2013,143,1739,0,381
University of Thessaly,2022-2023,Informatics Engineering,01/09/2000,149,1444,0,169
University of Thessaly,2022-2023,Mechanical Engineering,24/11/1983,117,994,0,121
University of Thessaly,2022-2023,Nursing,24/11/1983,31,360,0,60
University of Thessaly,2022-2023,Nursing,22/10/1994,43,621,0,50
University of Thessaly,2022-2023,Civil Engineering,27/11/1985,64,1201,0,99
University of Thessaly,2022-2023,Civil Engineering,01/09/2013,20,236,0,53
University of Thessaly,2022-2023,Wood and Furniture Design and Technology,06/09/1999,47,647,0,154
University of Thessaly,2022-2023,Food Technology,01/09/2005,98,438,0,107
University of Thessaly,2022-2023,Agricultural Technologists,03/06/2013,151,699,0,299
University of Thessaly,2022-2023,Physiotherapy,22/08/1994,41,490,0,77
University of Ioannina,2022-2023,Early Childhood Care and Education,01/10/2018,57,97,116,97
University of Ioannina,2022-2023,Architectural Engineering,02/10/2009,28,295,56,295
University of Ioannina,2022-2023,Biological Applications and Technologies,06/09/1999,83,976,155,740
University of Ioannina,2022-2023,Agriculture,01/10/2018,41,371,96,371
University of Ioannina,2022-2023,Fine Arts and Art Sciences,11/05/2016,55,828,66,417
University of Ioannina,2022-2023,Medicine,22/07/1977,155,1211,159,879
University of Ioannina,2022-2023,History and Archaeology,18/10/1984,182,1795,106,941
University of Ioannina,2022-2023,Accounting and Finance,01/09/2018,38,490,100,490
University of Ioannina,2022-2023,Speech Therapy,01/10/2018,149,654,278,654
University of Ioannina,2022-2023,Mathematics,14/03/1966,158,2311,57,870
University of Ioannina,2022-2023,Materials Science Engineering,06/09/1999,82,1307,105,777
University of Ioannina,2022-2023,Electronic Computers and Informatics Engineering,10/04/1990,116,1851,111,1252
University of Ioannina,2022-2023,Music Studies,03/08/2018,2,618,156,618
University of Ioannina,2022-2023,Nursing,01/10/2018,208,573,336,572
University of Ioannina,2022-2023,Economic Sciences,20/09/1996,151,1618,259,1194
University of Ioannina,2022-2023,Primary Education Pedagogy,01/09/1982,243,1310,279,974
University of Ioannina,2022-2023,Kindergarten Pedagogy,01/09/1987,235,1552,304,1175
University of Ioannina,2022-2023,Informatics and Telecommunications,03/08/2018,35,721,277,721
University of Ioannina,2022-2023,Philology,18/10/1984,115,1665,151,823
University of Ioannina,2022-2023,Philosophy,03/08/2018,17,552,107,552
University of Ioannina,2022-2023,"Philosophy, Pedagogy and Psychology",18/10/1984,6,826,0,41
University of Ioannina,2022-2023,Physics,12/12/1970,104,1609,48,650
University of Ioannina,2022-2023,Chemistry,06/10/1976,79,1014,153,589
University of Ioannina,2022-2023,Psychology,03/08/2018,284,296,111,275
University of Ioannina,2022-2023,Business Administration,06/09/1999,88,599,0,145
University of Ioannina,2022-2023,Tourism Business and Hospitality Management,27/11/1996,20,227,0,79
University of Ioannina,2022-2023,Folk and Traditional Music,06/09/1999,42,781,0,171
University of Ioannina,2022-2023,Accounting and Finance,03/06/2013,59,1101,0,266
University of Ioannina,2022-2023,Speech Therapy,06/09/1999,33,222,0,78
University of Ioannina,2022-2023,Informatics Engineering,26/05/1998,42,1434,0,222
University of Ioannina,2022-2023,Nursing,24/10/1984,59,365,0,52
University of Ioannina,2022-2023,Preschool Education,24/10/1984,36,63,0,27
University of Ioannina,2022-2023,Agricultural Technologists,25/07/2013,42,912,0,147
University of Crete,2022-2023,Biology,10/09/1976,102,703,125,547
University of Crete,2022-2023,Materials Science and Engineering,01/09/2000,62,811,20,374
University of Crete,2022-2023,Computer Science,15/04/1983,112,1604,217,1037
University of Crete,2022-2023,Applied Mathematics,06/09/1999,75,1056,53,551
University of Crete,2022-2023,Medicine,10/09/1976,133,979,136,834
University of Crete,2022-2023,History and Archaeology,15/04/1983,99,1295,82,645
University of Crete,2022-2023,Sociology,27/04/1984,116,1507,173,830
University of Crete,2022-2023,Mathematics,10/09/1976,89,1112,47,568
University of Crete,2022-2023,Economic Sciences,01/09/1987,158,2009,144,1199
University of Crete,2022-2023,Primary Education Pedagogy,07/09/1983,156,1336,207,899
University of Crete,2022-2023,Preschool Education Pedagogy,07/09/1983,148,1419,215,1016
University of Crete,2022-2023,Political Science,01/09/1999,109,1196,127,746
University of Crete,2022-2023,Philology,15/04/1983,98,1182,124,736
University of Crete,2022-2023,Philosophical and Social Studies,15/04/1983,84,1338,80,711
University of Crete,2022-2023,Physics,21/09/1978,98,1173,55,575
University of Crete,2022-2023,Chemistry,15/04/1983,80,714,116,517
University of Crete,2022-2023,Psychology,27/04/1984,112,1041,134,666
University of Macedonia,2022-2023,"Balkan, Slavic and Eastern Studies",20/09/1996,160,1186,145,772
University of Macedonia,2022-2023,International and European Studies,10/04/1990,190,1085,179,785
University of Macedonia,2022-2023,Educational and Social Policy,09/07/1993,268,804,194,726
University of Macedonia,2022-2023,Computer Science and Technology,31/12/2018,16,723,201,723
University of Macedonia,2022-2023,Applied Informatics,10/04/1990,162,859,0,283
University of Macedonia,2022-2023,Accounting and Finance,10/04/1990,267,1495,326,1328
University of Macedonia,2022-2023,Music Science and Art,20/09/1996,78,650,101,503
University of Macedonia,2022-2023,Economic Sciences,28/09/1948,266,3108,403,1695
University of Macedonia,2022-2023,Business Administration,28/09/1948,279,2143,295,1505
University of Macedonia,2022-2023,Information Systems,31/12/2018,36,684,188,684
University of Patras,2022-2023,"Fisheries and Aquaculture (formerly Animal Production, Fisheries and Aquaculture)",07/05/2019,0,251,12,251
University of Patras,2022-2023,Architectural Engineering,06/09/1999,113,788,77,643
University of Patras,2022-2023,Biology,24/05/1967,58,1128,165,506
